Subject_ID,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,Sleep_Hours
BA1,10.5967173075,1.89983582625,0.69022178375,0.39349444874999995,0.26308425,15.0320868875,2.09529332125,0.5728641375000001,0.35510290375000003,0.27145644375,3.55774714625,1.0607952649999999,0.5633138150000001,0.4119583925,0.27035986124999994,4.47142193625,0.9693534450000001,0.4592082512499999,0.34012882125,0.25470406875,0.97365851125,1.9202613825000001,1.4803202675,0.6513395562500001,0.44290593874999995,3.8707489787499996,1.4441550324999999,0.79231185125,0.49215873749999994,0.3954521075,1.52495669875,0.9386492087499999,0.57925286875,0.5107383762500001,0.48390948500000003,1.050480115,0.57293908,0.44124790750000004,0.32969060375,0.28903224875,1.193947375,0.6448878412499999,0.50791773625,0.38625516125,0.32965802375000003,1.58728125625,0.735022485,0.6170094887500001,0.49266340625,0.42075771250000005,6.918482067499999,1.42924562375,0.8263215712499999,0.55082456875,0.442880215,5.1748440525,1.43446668375,0.8082470949999999,0.57700943875,0.41659865375000005,24.89154620125,2.92707332375,1.1128579525,0.595579665,0.43103865249999995,17.033537308750002,3.0214875912499997,1.18904311,0.5392882725,0.34708944124999996,7.0
BA11,4.276775092916667,1.5145582866666667,1.1825288033333332,0.76307830375,0.5239378849999999,5.416647827083334,1.5311021529166666,1.0210222975,0.8020583016666667,0.6723855504166666,2.2823206279166666,1.3112961229166669,0.9329227941666666,0.6153672858333333,0.4447425816666667,2.4644852,1.14466191125,1.0764886379166665,1.0197006195833334,0.7165495733333332,0.856616195,0.66090443875,0.6390917899999999,0.4169832920833333,0.40228494791666664,0.7571022866666667,0.5168847291666666,0.4660495329166666,0.3459414320833333,0.3007623791666667,1.08156762875,0.8029694162500001,0.83139582,0.5350155054166666,0.3877783591666667,1.3547481075,1.2516075924999999,1.1850737224999999,0.689301045,0.47342067708333335,1.6564679066666668,1.3763178329166668,1.1391831058333333,0.7504218841666667,0.5867445004166667,1.7771305054166668,1.31386119375,1.2003491562500002,0.71699172875,0.5444278825000001,3.286470015416667,2.0909499454166665,1.7019887783333334,1.0763389391666667,0.7951076949999999,3.5395209475000002,2.2879476166666666,1.89186774625,1.1309628954166666,0.8116639612500001,4.054559622499999,1.7384254733333335,1.2622149895833332,0.7299178270833333,0.5244073783333334,5.20046903625,1.9608592837499998,1.5065213749999997,0.9274392254166667,0.6896969491666667,6.0
BA12,16.168515390000003,2.5690252849999995,1.1027508425,0.56132455125,0.3686127975,9.064915727499999,2.02069465375,0.86362398875,0.46053798874999996,0.33167591625000004,4.09628706375,1.442250455,0.858385425,0.4699796600000001,0.291454185,3.1269692074999997,1.0238281875,0.6869518400000001,0.439699565,0.3183848125,0.6733293625,0.50316185625,0.39337262375,0.31562880749999994,0.27153629125,0.53921695625,0.478332505,0.40011288999999994,0.28934164999999995,0.25152765875,1.4639993500000001,0.80858459375,0.51680501125,0.39423823124999996,0.26134146124999996,2.2410198425,1.18866802125,0.73394026875,0.47606805125000007,0.28764654624999997,2.0986312949999997,1.1740884399999998,0.86756738375,0.5344659425,0.35788174874999995,1.84053124375,1.1920424225,0.9121169949999999,0.6012311925,0.4405564087499999,5.01670668,1.90454094625,1.35414732625,0.76425025125,0.5325114025,6.74906513875,2.33302779125,1.39825295375,0.77151499875,0.49907767750000004,8.112611415,2.16923406875,1.30517625625,0.64546267375,0.41653256875,32.94818675375,4.72971334125,1.5958176625,0.6953219475,0.4865523675,7.0
BA13,11.25640797125,2.30518489625,1.11880156875,0.41458768374999994,0.49991354874999994,3.2159167825,1.26570364625,0.8719045900000001,0.71639768375,2.9885813999999997,2.659304305,0.6891159549999999,0.5075992137500001,0.40349958125,1.7367675187500002,2.1250133050000004,0.87114008625,0.5732223175,0.7408096900000001,5.7428964125,1.8035859549999997,0.78219822375,0.666635125,1.06390552625,1.48103644,0.76716208,0.3522877725,0.3049772475,0.16471182374999996,0.17675177499999997,0.3132264225,0.151749965,0.13946858625,0.07716410375,0.08936673624999995,0.8746878949999999,0.681734125,0.47548779375,0.19009456374999995,0.16598967250000002,0.674041725,0.81853958,0.45142302125,0.21099109125,0.20856201749999995,0.26248161375,0.1925196475,0.14450947125,0.13202577124999998,0.10232584999999998,2.0282666775000004,0.8550560737499999,0.52564105625,0.8150698975000001,2.833537815,3.8904812425000004,1.2827128399999999,0.9485475962500001,0.5059166675,0.7093897725,674.05594770375,200.6854021925,85.77621809625,30.691538292500002,11.257477105,4.84320042875,1.19956963375,0.8918851487499999,0.41842292625,0.46161478375,7.0
BA14,2.2537617184104937,1.5851559720216049,1.349586237638889,0.8510648986265432,0.733664274537037,1.0483227349691357,0.9789361737191358,1.0157503775462962,0.7490201313888889,0.8035562553858024,1.3315652617592595,1.4472166307098766,1.2633571050771606,0.8816442823765431,0.8044896083641975,1.2863679063117286,1.2117154240432098,1.1155486602623457,0.8181245043209877,0.842072147654321,0.5875318150925926,0.6627033476851852,0.652491804058642,0.7081106404629629,0.8343441612962963,1.9656211005555555,1.2143084283950618,1.1522604395833334,0.6900764028858025,0.6187212787962963,0.906493299506173,0.7642568206018518,0.869976302978395,0.5429615857098765,0.641239861867284,0.843446871712963,1.2632607740586421,1.209073945123457,0.6064481316975308,0.6626434903549383,1.0814716802469135,1.1083390788271603,1.1062145844598765,0.6696843864506172,0.7588575488271606,1.3986184598148148,1.1468309064043212,1.2385935516512347,1.4195967988117286,1.3629516310493828,1.4169393201697529,1.3965580277623457,1.4813859610802471,1.2476089334876543,1.329055322314815,1.542312675787037,1.6629785972993827,1.7840517629938268,1.3097340568055558,1.2788716744135802,1.5279334535339506,1.5777106908796295,1.3952910183950618,1.031234942638889,1.0013663561882715,1.5554328818055556,1.7495399191203702,1.4287643047222223,1.097063489984568,1.0129739759104939,7.0
BA15,2.5750902537499996,0.83877106375,0.47960911250000005,0.2326985475,0.13807615999999995,1.95742962625,0.67737921375,0.49538885375,0.34301316249999997,0.28424448875,1.7012011087499999,0.69328321875,0.45044288874999994,0.24177612749999997,0.1416343575,1.6124166975,0.54470072625,0.41183579375000007,0.34016197625,0.33718360875,0.5275758037499999,0.3682797425,0.336816055,0.27897141875,0.22896527874999997,2.09799584625,0.8359947875,0.36628778000000006,0.20717005249999998,0.10813333999999997,0.6518808600000001,0.39801749624999994,0.31054171999999997,0.148272325,0.09232247624999998,1.54728855875,0.50681737125,0.37302657125,0.18130458374999997,0.10114569499999997,1.844214585,0.45638371875,0.34395244875,0.166867945,0.10339865499999998,2.8881355875,0.71323899375,0.65445816375,0.41713518125000004,0.30576437749999996,2.8139944225,1.0901824162499998,0.8472715825,0.62449766625,0.5301398975,3.4025085000000006,1.009621595,0.65372025625,0.3784222775,0.2145779625,3.43991841625,1.1918594150000001,0.9954725412500001,0.8117783199999999,0.8105002499999999,3.169273405,1.0933922362500001,0.6166405225,0.34687536875,0.21271828124999997,7.0
BA16,16.039579915854038,5.057000009045032,1.1746085780822981,0.8351623453571427,0.5140182954968944,4.094930383843168,2.6606376053881986,0.6791262229891305,0.3134682477795031,0.16651848855590062,3.4344481338819874,3.3173410333850932,0.6494093404813664,0.33000738689440995,0.13586110672360246,2.9116127074068325,2.789842570690994,0.5780166188975155,0.30439589895962726,0.13090664104813662,1.106884518416149,1.1848634032686336,0.315977595302795,0.1765015121506211,0.10532199338509314,5.193399495939441,1.8023456041537265,0.5859158150232919,0.2581775045652174,0.1724593635559006,1.0226495053726707,1.9754811462499997,0.6558269432142857,0.25976401391304343,0.1121283455357143,1.6430031997437886,3.68243204935559,0.973728350357143,0.41670736645186335,0.13189942743788818,1.2908857638043478,2.5882582522593167,1.0934401630667703,0.7580027234937888,0.4287189906521739,2.376169190333851,2.2719039856677017,0.6589996938276397,0.3489426968555901,0.16170184090062112,2.939482167104037,3.7647044056754657,0.8959060294875776,0.4525759910559006,0.19475954623447203,3.696385237795031,5.349941592849378,1.0816939466770186,0.5061917960559006,0.17277617586956523,4.574227700652174,3.624909162888199,0.8739715318866459,0.46378582517857136,0.2354941148680124,6.956661228486024,4.491763509037267,0.8465553442857143,0.41357101295031057,0.1589274925232919,8.0
BA17,13.8562826125,2.96334635875,1.18795480625,0.9681658362500001,0.7017437237499999,7.322523050000001,2.048723955,0.86366133125,0.6763516700000001,0.5509127125,4.10033015375,1.8985712375,0.93564573375,0.7613047587499999,0.557765575,9.15897842,2.612233855,1.273863855,0.8036562549999999,0.5770704025,0.485782185,0.59605168875,0.39280085875,0.48619461625,0.41798521125,0.18973489249999997,0.41475553125,0.34667706125000003,0.42206695624999996,0.3807283075,18.91663929625,2.08324371875,0.94384841375,0.664469615,0.5059478574999999,0.9515397462500002,2.3074602225,0.74758914,0.71314589125,0.5221101100000001,0.8479978100000001,1.28932057375,0.993781,0.90325234125,0.69121512875,1.7126852212499997,1.1384008975,0.7058151424999999,0.5921518062499999,0.43420027249999993,3.53009951875,2.08679901,1.3724628075,1.07580031625,0.8583251587500002,4.78273469625,2.75967943375,1.8909869675,1.5787604549999998,1.1648090875000001,3.63058090125,1.87411752125,1.1634179725,0.83910526125,0.71617335625,36.9560220175,6.2141097925,2.47487481375,1.4636526562499999,0.9564001337499999,6.5
BA18,22.507996430000002,4.6451831187499995,1.5453086825,0.75870573125,0.408678555,6.044376367499999,1.6313235562499997,0.7969596562500001,0.52680742875,0.3790648775,4.172838425,1.89175802,0.84875928375,0.60602476375,0.3160064425,2.77605796625,1.2397102075,0.6765732525000001,0.47826189750000003,0.29493103,1.8218249637500001,0.7323496475000001,0.47461608124999993,0.29382222999999996,0.23734566999999998,0.7399249512499999,0.3414381875,0.1737663575,0.09289433124999999,0.08582740624999996,0.9123338175000001,0.82308981375,0.44785957,0.3381213974999999,0.25910547,1.14276893875,0.9692499649999998,0.52073274875,0.30419193624999996,0.18479163999999998,6.22860347875,2.49993454,1.40854202625,0.8337205262499999,0.43448268249999994,6.534967665000001,2.6084472525,1.42889699875,0.85958979125,0.44591195250000004,2.7884884100000003,2.000306925,1.13472629125,0.76031730875,0.4434073925,5.25469170875,2.44863770125,1.2952278875,0.8265298062499999,0.44695062500000005,2.8987927987499997,1.8782205425,1.01352113875,0.6778563312499999,0.39508373125,15.44509153,3.82192819375,1.659994215,0.93080701875,0.47222864374999995,7.5
BA19,5.514050177500001,4.55816861,0.87079136875,0.4506314725,0.26862175875,2.10518816625,2.84549613625,0.69118572,0.58216863,0.4563456725,3.1293206725,4.67660871125,1.1173018,0.7429262550000001,0.534342865,1.8138528712500002,2.93473402625,1.01594899875,1.6602898925000003,1.6176363187500002,0.9254725675,0.84755291125,0.5235516375,0.46651831374999997,0.498655765,0.6055322062499999,1.929544615,0.44015302624999997,0.25334268249999997,0.20585552499999996,0.8296307374999999,3.19254615875,0.8863685237500001,0.34094969124999996,0.23556142749999998,0.9556878274999999,5.00236853875,1.0390770950000001,0.3739001,0.21981288000000002,1.26646712125,7.329191326249999,1.0557413725,0.497962965,0.25782385874999997,1.9366326950000001,1.8844986799999996,0.9803578187499999,0.57644044625,0.37863281125,2.42257992375,3.53333898125,1.8785753200000002,1.5862151275,1.50377351125,3.4395391775,5.23886921,2.05760950625,1.41155623375,1.6237239412500002,2.4185517825,3.1789327574999997,1.22726884875,0.801335555,0.64586902375,6.21011524625,4.66495467,1.1461677075,0.62479426625,0.43359746749999994,7.5
