POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,PM.Attention.Scaled,PM.Engagement.Scaled,PM.Excitement.Scaled,PM.Stress.Scaled,PM.Relaxation.Scaled,PM.Interest.Scaled,PM.Focus.Scaled,Subject_ID,Task,Sleep_Hours,Gender
27.998743791666666,4.140074558333334,1.2289336916666664,1.180199925,1.1929622833333333,25.908186925,3.2634287583333332,1.35313625,1.25974705,1.2806197416666667,6.74624925,1.6855698083333333,1.0819428583333335,1.2212509500000002,1.2678379083333333,8.321729008333334,1.7506690083333334,1.1450240500000002,1.3366954416666668,1.3194883916666664,2.2196616416666672,2.3413008,2.0497087916666668,1.9461300000000001,2.1399351,4.808315925,1.7852965666666667,1.4586709583333333,1.2286357166666666,1.2955515166666667,2.137469791666667,1.3593506333333332,1.5604752916666667,1.3064287333333333,1.4778488333333333,1.7436373333333333,1.038608775,1.1018036666666666,1.02206165,1.1169469166666666,2.706659166666667,1.1077440583333333,1.3299422749999998,1.1925847166666665,1.32117195,9.058093724999999,1.5685016916666668,1.5471167833333335,1.5687940500000002,1.6689942666666666,27.366740433333334,3.9702178,1.9872700749999999,1.8980543333333335,1.9608865083333333,13.174428133333333,3.0519440833333333,2.0298627083333334,1.9384726666666665,2.045058125,88.38933113333333,9.777003758333333,2.4058141833333333,1.6895526833333332,1.7066143333333335,35.00764945,4.805751358333334,1.7971017833333334,1.550364375,1.6174257166666666,0.321257,0.9036435,0.8106755,0.9331065000000001,0.455765,0.5900735,0.701531,BA1,baseline_talk,7.0,M
8.12184123125,1.4994894312500002,0.5756361562500001,0.44421703749999997,0.35412086249999997,13.427622074999999,1.6237896562499998,0.5013547125000001,0.3931332625,0.3827624875,2.883865875,1.0307391375,0.5503069500000001,0.48588573124999995,0.3747350625,4.05439940625,0.92555621875,0.42164466875000006,0.41578964375,0.3871252500000001,1.02817403125,2.0676582125000005,1.92046474375,0.7856306375,0.657892275,4.066944725,1.5481850375000001,0.7704985750000001,0.45055081250000006,0.42534041250000004,1.408954075,1.19849025,0.6480063250000001,0.5800355312500001,0.5533874624999999,1.02554795,0.6141284375,0.47163031875000005,0.41788736249999997,0.38792658124999996,1.0386594500000002,0.60942770625,0.5595738875,0.5074985125,0.45051513750000005,0.934178925,0.69770733125,0.6796556875,0.62116881875,0.56495853125,4.036066356249999,1.2655800125,0.86895861875,0.6987114437499999,0.65278096875,3.7800386375,1.3490433750000002,0.8318958375,0.69781885625,0.5998866312500001,13.249473581249998,2.09114286875,0.90889035625,0.66745386875,0.5703335624999999,9.3639827125,1.7059770874999998,0.6841501437499999,0.5638921125,0.48214015000000005,0.35163900000000003,0.8814655,0.568004,0.640845,0.4277885,0.5242795,0.668474,BA1,prefrontal1,7.0,M
19.29837460625,3.398981225,0.8723668875000001,0.37680459374999997,0.22366670000000002,31.263834350000003,4.0612262625,0.79607415,0.33151939375,0.23090319375000004,4.89513586875,1.5700959125,0.595088925,0.36498464375,0.21529720624999998,7.8654391875,1.54518636875,0.5887653875,0.2864612875,0.20374968125,1.206168825,2.1579924,1.55651693125,0.6155422312500001,0.37185071875000003,4.09050175625,1.3540879625,0.88077910625,0.494443575,0.3134541875,1.63159858125,0.9123652312500001,0.61806941875,0.4968575875000001,0.4958982625000001,0.9958452874999999,0.63460845,0.43891198124999997,0.29880341875,0.2641907125,1.15520065,0.6886548625,0.51331389375,0.39832100625,0.29028444375,1.13387839375,0.85015689375,0.66327536875,0.594046975,0.41896833125,7.584149206250001,1.94889489375,0.842965825,0.4887578125,0.37959120625,7.1200508875,2.13839350625,0.909882075,0.516553125,0.340395975,31.0091675625,4.4108326125,1.16900988125,0.5675103187499999,0.37691476249999994,46.74400953125,8.795574206249999,3.1548795937500005,0.7903007000000001,0.34342914375,0.36918850000000003,0.770832,0.3656995,0.3326,0.405306,0.496626,0.42009549999999996,BA1,prefrontal2,7.0,M
23.67483684375,2.9606960687500004,0.7598814625,0.4944932812499999,0.41275290625000005,34.12456973124999,3.7520929062499997,0.7700527,0.520089275,0.43696154375,5.446763299999999,1.4629284875,0.83569285625,0.5298235375,0.45555255,8.84149483125,1.4088959,0.5958965875000001,0.50498619375,0.41897793125,1.7348610875,2.0920624125000002,1.268801725,0.8170530187499999,0.62498651875,5.120070924999999,1.8030205375000001,1.2182037000000001,0.65506793125,0.5681124875,2.19298935625,1.377236375,1.0349047687500001,0.62619504375,0.7800655562500001,0.9995622625000001,0.8553565375,0.71105016875,0.4752320750000001,0.4753941124999999,1.5045731249999998,0.905226675,0.8076896999999998,0.54821615625,0.5602964375000001,2.67976128125,0.90440014375,0.8847931187499999,0.71560220625,0.6027142812499999,13.267741118750001,2.1722057,1.2485667625,0.8654713375,0.71860748125,8.82696968125,1.9868217125,1.15144261875,0.8166945375000001,0.694653025,35.34911421875,4.329732325,1.3166537312500002,0.78927274375,0.6121807875,27.60274986875,3.2416437250000003,1.010966625,0.6434456187500001,0.53020916875,0.3601805,0.7613445,0.6150935,0.5126515,0.477188,0.5402165,0.45104900000000003,BA1,prefrontal3_reading,7.0,M
6.774205306249999,1.42152535625,0.5692441625000001,0.6314833375,0.530639925,13.568219225000002,2.0375352625,0.7736063812499999,0.6860874625,0.550923825,3.0956802687500002,1.3421043124999998,0.7260332,0.6429348812500001,0.5532143062499999,4.207037837500001,1.2165043812499998,0.6856058624999999,0.6183939437499999,0.532399175,1.10713681875,2.4925990249999996,1.18983363125,0.9200184624999999,0.682471425,28.464174425,6.666773075,2.8708912187499998,1.1914076000000002,0.69904916875,2.0138172875,1.2025996562499999,0.82408266875,0.8298296437500001,0.8551255000000001,1.3112254187499999,0.7947485124999999,0.59772763125,0.55376395,0.52231431875,1.5426838,0.9645630687500001,0.71191990625,0.633782375,0.6233395937499999,2.35702394375,1.19956554375,0.8746377562500001,0.84758348125,0.7099236250000001,7.3601929875,2.18485764375,1.1583292875000002,1.02883966875,0.8948249624999999,3.9166704249999995,1.6055643375,0.9523900624999999,0.9998544687500001,0.8855385312500001,16.174697906249996,4.227556675,1.5587257562499999,1.16035715,0.8649716812499999,6.259194199999999,1.5293723,0.8090356312499999,0.8218785499999999,0.7014066,0.36901799999999996,0.8283205,0.5488515,0.47162099999999996,0.4334425,0.584465,0.541592,BA1,frontal1_memorization,7.0,M
10.25441146875,1.5433810375,0.64096630625,0.45164710624999993,0.27235912500000004,10.56263838125,1.5195551625000001,0.7208222375,0.44210647499999994,0.31609219375000003,3.2855587,1.1804593812500002,0.68770863125,0.45391586875000006,0.2865192,3.5227587125,0.82911365,0.5122327125,0.4167498625,0.27170133750000003,1.1469062625,2.303906275,1.12426710625,0.7408048437500001,0.476634325,3.6128598750000003,1.88301709375,1.04222245,0.6196722187500001,0.47787356249999996,2.03423674375,1.3386469375,0.8597692625000001,0.65380004375,0.69549930625,1.2736385437500002,0.98040056875,0.6637355312500001,0.43798062499999996,0.3758677375,1.39732408125,1.0872403312499999,0.69133356875,0.5274339749999999,0.4523339999999999,2.7507065375,1.066820125,0.79443535625,0.61477511875,0.48199308125000007,9.89486704375,2.40642818125,1.0051079062500001,0.7261847625,0.5010645625000001,5.53363796875,1.74093821875,0.802188525,0.6794775125,0.45832959375,34.7232748,5.41874521875,1.1648493687500001,0.7013930937499999,0.42299008125000004,11.6682215125,2.1876573375,0.81051943125,0.5589044875,0.34937203125,0.409482,0.7491415,0.5600510000000001,0.37898,0.40369900000000003,0.5342795,0.503688,BA1,frontal1_recall,7.0,M
14.147657225,3.723886725,1.073360925,1.2391761000000001,1.1872234750000001,18.070317925,4.3112902250000005,1.068284525,0.9480074249999999,1.211603225,3.924320925000001,1.7985550500000003,1.005193225,1.5070379250000001,1.2808298749999998,6.027935449999999,1.9531736,1.1737164749999998,0.9722560249999999,1.19821125,1.6091735,2.62836775,1.20588045,1.2806971,1.5025765,4.531138625,1.261346825,1.1367911249999998,1.082579525,1.2068266,2.21362545,0.9594735249999999,1.219923825,2.42645335,1.9042514500000003,1.54398505,0.8945740499999999,0.6789079749999999,1.00397845,1.149370025,1.8029864750000002,1.04205505,0.82336855,1.2291904500000002,1.2643672000000001,3.359862475,1.81585425,1.381741325,1.3654003,1.3954045750000001,9.402232175,3.3131593,1.4058739,1.694988325,1.861078275,7.41868525,2.5723332,1.7074650500000002,2.255516525,2.142184725,22.24112105,5.84827385,1.751881875,1.52342705,1.57249025,14.458777075,4.08514455,1.336206825,1.5707068,1.5592324249999998,,,,,,,,BA1,frontal2_memorization,7.0,M
8.66245665,1.997550525,0.6379594000000001,0.588915575,0.332638675,11.794350325,2.3985606749999997,0.7506904750000001,0.5918782749999999,0.429447225,2.4314028999999997,1.19953055,0.8676262249999999,0.63664065,0.36497820000000003,4.134443925,1.05928755,0.575153875,0.516633175,0.317093975,1.33904105,1.510303375,1.3392239250000002,0.8181304749999999,0.5086494,4.201809225,1.602918175,0.6569729,0.5834650750000001,0.40643685000000007,1.533753475,1.8745815999999997,0.817296725,0.6276947749999999,0.594420925,1.224252975,0.8043475250000001,0.473403525,0.49531565000000005,0.382690425,1.145738075,0.8954852000000001,0.4583679,0.5399461249999999,0.44196505,2.3016552249999997,0.9656028750000001,0.655673775,0.627856525,0.464354025,12.203092575,2.226726125,0.9539943,0.8804329,0.5756253750000001,11.9757341,3.26110805,1.564036275,0.8943139,0.601997025,27.564994300000002,3.9951995249999994,1.3873533249999999,1.03933605,0.586120875,12.343924525,2.6373423750000002,0.8047862,0.7441899750000001,0.4213977,0.36549,0.790317,0.782043,0.75512,0.434128,0.656082,0.675257,BA1,frontal2_recall,7.0,M
8.174847381249998,1.6009893374999997,0.7489560624999999,0.7158653687500001,0.7002951187500001,12.34012560625,1.8236077062500002,0.8154499812499999,0.75237590625,0.7523009375,3.20142663125,1.18062561875,0.7445160375000001,0.7637331249999999,0.70808159375,3.518019975,1.007702025,0.6534765874999999,0.75769626875,0.71285301875,0.8957151875000001,1.9097771625,2.38454258125,1.0560859125,0.9467954875,3.74936795625,1.6405618625000002,1.0152566374999998,0.7754224375000001,0.7333586999999999,2.2783622625,1.135531475,0.999531825,0.838790675,0.8658163999999999,1.1877845937500002,0.77437798125,0.59775089375,0.7068390062500001,0.63916085625,1.1507282937499999,0.7538846187499999,0.7511507500000001,0.83582515,0.76053928125,1.7125376500000002,0.9646765937499999,0.8536297625,0.98216400625,0.8806947624999999,4.1768451375,1.5722002750000001,1.133557525,1.240235775,1.0805224812499998,3.55037901875,1.5240789875,1.106068325,1.21861231875,1.1389186687500001,11.87476669375,2.919508625,1.3585033,1.1533394375000001,1.0006609812499998,8.0039618625,1.8312121625,0.9246837937499999,0.945985525,0.9221595812499999,0.405115,0.7591235000000001,0.5623605,0.45728349999999995,0.3607725,0.5014225,0.6380865,BA1,frontal3_saying_outloud,7.0,M
15.1299469625,1.8603108124999999,0.5579795,0.5353094125,0.35140235625,21.174186543750004,2.3678416812500003,0.5745878875,0.572052875,0.41690893124999995,4.62541141875,1.3079224375,0.6089665625,0.5600200875000001,0.36529761875,5.0929230375,1.0114237124999998,0.5051672437500001,0.5189470562499999,0.41005710625,1.58380959375,1.77796106875,1.3054721125,0.8614463000000001,0.5972611875,3.5631190687499994,1.54584926875,0.8272649062499999,0.6829709374999999,0.5083346625,1.740485675,1.8255088125,0.81604996875,0.7985356124999999,0.6559913749999999,1.2242972125000002,0.8548215875,0.4942042562499999,0.4897752125,0.41066695624999994,1.54716465625,0.9647274812500001,0.5461777125,0.59719300625,0.4795795312499999,7.904810587499999,1.56966373125,0.8203429374999999,0.9613215499999999,0.7315936125,30.140353568749997,4.5475706250000005,1.97320423125,1.0502570187500002,0.66413954375,7.41672413125,1.69097159375,0.8043287625,0.8233766187499999,0.5766121375,45.1884010625,4.4912195125,1.1932599,0.8898963500000001,0.64627203125,18.72997753125,2.3736846625000005,0.6980031375,0.6680365875,0.46185497499999995,0.4241995,0.7857325,0.6217335,0.460303,0.3613865,0.5264115,0.5724374999999999,BA1,frontal3_recall,7.0,M
